,0,20,40,60,80
0,4.462059960497714,1.662950204818668,0.9639252013791293,0.5704009747259704,0.5362677839268258
1,4.462059960497714,1.4733351396968657,0.5401043388573555,0.07987500000004957,0.019831875000056697
2,4.462059960497714,1.3877837042335273,0.48833393750007303,0.06499912500004826,0.00572775000005663
3,4.462059960497714,1.4532199511787725,0.5755186309560827,0.16422394200403118,0.09464138250085057
4,4.462059960497714,1.5297276215633757,0.6197167352464306,0.22441333780349737,0.19029127584316824
5,4.462059960497714,1.436235391656743,0.545782138555279,0.1153729049711103,0.07253367949750214
6,4.462059960497714,1.4141155052376064,0.49374595807008176,0.0707761465716942,0.013335972163730503
7,4.462059960497714,1.3869929546151412,0.4907706250000672,0.06608662500004243,0.008509187500055759
8,4.462059960497714,1.4913730153105746,0.5386679641877038,0.10362230509076653,0.0540016584234138
9,4.462059960497714,1.3879077289489488,0.5021909034834209,0.07094118248658106,0.014533470923419145
10,4.462059960497714,1.3991614342598269,0.5556541185947992,0.16468569689476453,0.11539769385423711
11,4.462059960497714,1.3993823365040157,0.49562968750006464,0.09137550000004921,0.03574931250005307
12,4.462059960497714,1.3943955849551402,0.4879643750000639,0.08282131250004454,0.022846187500061888
13,4.462059960497714,1.5563453993490497,0.811439236061591,0.4453169410847579,0.4027025758551872
14,4.462059960497714,1.4636816879511059,0.5234595625000622,0.08754631250005218,0.02253975000005539
