,241,247,274,286,287,288,297,299,301,311,314,327,329,332,334,340,343,349,350,923,929,932,948,951,952,953,954,955,956,957,958,959,969,972,973,977,979,984,986,993,1001,1015,1016,1025,1032,1053,1060,1061,1062,1065,1069,1070,1074,1075,1082,1083,1084,1090,1096,1099,1104,1107,1110,1111,1129,1130,1132,1133,1136,1141,1143,1145
max_flood_level_w_5_05,2,7,16,2,1,10,9,7,11,4,1,4,9,6,12,15,11,11,0,0,0,9,1,0,12,12,16,1,1,4,0,0,1,0,3,0,7,9,0,1,0,6,8,0,0,0,0,1,11,12,0,0,0,7,0,0,4,0,2,0,0,13,0,14,0,0,16,7,8,0,0,17
max_flood_level_w_5_10,0,7,16,0,0,10,8,7,10,2,0,2,2,3,12,15,16,11,0,8,0,16,5,2,15,20,20,10,9,12,4,3,9,1,11,4,12,17,8,6,4,14,13,0,10,3,3,4,19,18,4,9,4,10,9,7,7,8,11,0,0,17,2,18,0,7,20,10,13,6,3,21
max_flood_level_w_5_15,0,7,16,0,0,10,9,7,11,0,0,2,2,2,11,15,12,11,0,6,0,16,4,2,13,20,21,10,9,12,4,1,8,1,10,2,10,17,7,5,4,14,14,0,10,2,0,4,18,18,3,7,5,11,8,6,6,6,10,0,0,17,0,18,0,5,21,10,13,6,3,21
max_flood_level_w_5_25,0,6,13,0,0,9,7,5,9,0,0,1,0,2,10,13,11,10,0,5,0,14,2,0,12,16,19,7,5,9,2,0,6,0,8,0,8,14,5,2,0,11,12,0,6,0,0,1,17,15,2,6,2,9,5,2,4,5,8,0,0,15,0,15,0,0,19,7,11,4,1,19
max_flood_level_wnw_5_05,0,6,13,0,0,9,6,5,8,2,0,3,4,3,9,13,12,10,0,2,0,12,1,0,12,16,18,3,2,8,0,0,5,0,5,0,7,11,2,1,0,8,10,0,5,0,0,2,13,14,0,2,3,7,4,2,3,4,4,0,0,13,0,15,0,0,18,7,9,0,1,18
max_flood_level_wnw_5_10,5,11,18,3,1,14,9,10,11,7,0,7,9,7,13,18,17,15,1,0,0,9,3,0,16,12,15,1,0,4,0,0,1,0,3,0,13,9,0,1,0,6,7,0,0,0,0,0,11,12,0,0,1,3,0,2,3,1,2,0,0,12,0,14,0,0,15,9,7,0,3,16
max_flood_level_wnw_5_15,0,0,8,0,0,3,6,1,8,0,0,0,0,0,3,9,9,6,0,6,0,14,1,0,9,12,19,10,10,6,1,0,8,0,10,0,5,17,7,5,0,14,12,0,6,0,4,3,18,13,7,10,0,12,0,0,4,0,10,0,0,17,2,14,0,0,19,6,13,7,0,18
max_flood_level_wnw_5_25,0,0,8,0,0,3,4,1,7,0,0,0,0,0,3,9,10,6,0,10,1,18,3,3,10,21,21,12,12,14,5,5,12,4,14,4,6,19,11,6,6,16,14,1,12,3,6,5,21,19,8,12,6,12,10,7,6,8,14,2,1,17,5,17,3,9,21,9,14,9,3,21
max_flood_level_nw_5_05,0,7,17,0,0,10,8,7,11,3,0,3,4,3,12,15,16,12,0,6,0,14,5,0,15,19,19,7,6,11,2,0,7,0,9,1,12,15,6,5,0,12,12,0,8,1,0,3,17,16,3,7,2,7,8,5,7,4,8,0,0,16,0,17,0,2,19,10,12,4,0,20
max_flood_level_nw_5_10,0,8,17,0,0,11,8,7,10,2,0,3,2,3,12,15,17,11,0,8,0,17,5,3,15,21,21,10,8,14,5,3,10,1,11,4,13,17,8,4,5,14,14,0,11,4,0,3,19,19,3,9,6,9,10,8,7,8,11,1,0,17,0,18,0,7,21,10,13,7,5,21
max_flood_level_nw_5_15,0,7,16,0,0,11,9,7,11,0,0,1,0,2,12,15,12,11,0,6,0,16,4,3,15,20,20,7,5,12,3,1,8,1,9,2,10,15,7,3,4,12,12,0,8,2,0,2,18,18,3,7,3,9,8,5,5,7,9,0,0,17,0,17,0,5,19,9,12,5,4,20
max_flood_level_nw_5_25,1,8,17,0,0,11,9,7,12,3,0,3,5,4,13,17,15,12,0,5,0,14,5,0,15,16,19,7,5,9,2,0,6,0,7,0,10,14,5,5,0,11,12,0,6,0,0,3,17,15,2,6,2,9,5,3,7,0,8,0,0,17,0,17,0,0,19,10,11,3,0,20
max_flood_level_nnw_5_05,0,3,11,0,0,6,6,3,8,0,0,0,0,0,7,11,12,7,0,10,1,18,4,3,12,21,21,12,11,14,5,4,12,3,13,4,9,19,10,6,6,16,14,0,11,3,4,4,21,19,8,12,6,11,10,8,6,8,13,1,0,17,4,18,2,7,21,9,14,8,5,21
max_flood_level_nnw_5_10,1,7,16,0,0,10,8,7,11,2,0,2,4,3,12,15,14,11,0,4,0,12,3,0,13,16,18,3,2,9,1,0,5,0,5,0,10,11,3,2,0,8,11,0,5,0,0,1,13,15,0,2,2,6,5,2,5,4,4,0,0,15,0,15,0,0,18,9,9,3,0,19
max_flood_level_nnw_5_15,1,7,16,2,0,10,6,7,9,4,0,3,4,4,11,15,16,11,0,5,0,12,5,0,15,16,16,6,5,9,0,0,6,0,8,0,12,14,5,5,0,11,8,0,7,0,0,3,15,14,3,7,2,3,5,3,7,0,8,0,0,13,0,15,0,0,16,10,8,3,0,19
max_flood_level_nnw_5_25,0,1,10,0,0,5,5,2,8,0,0,1,0,0,5,12,10,7,0,2,0,10,1,0,10,12,16,6,6,5,0,0,2,0,5,0,6,11,1,3,0,11,8,0,2,0,0,3,13,12,2,6,0,10,0,0,4,0,4,0,0,13,0,13,0,0,16,6,8,0,0,18
