,241,247,274,286,287,288,297,299,301,311,314,327,329,332,334,340,343,349,350,923,929,932,948,951,952,953,954,955,956,957,958,959,969,972,973,977,979,984,986,993,1001,1015,1016,1025,1032,1053,1060,1061,1062,1065,1069,1070,1074,1075,1082,1083,1084,1090,1096,1099,1104,1107,1110,1111,1129,1130,1132,1133,1136,1141,1143,1145
max_flood_level_w_5_05,5,11,18,2,1,14,9,10,11,7,0,7,9,7,13,18,18,15,1,1,0,14,5,1,16,19,19,2,0,9,2,0,3,0,4,0,13,10,2,1,3,7,11,0,6,2,0,1,13,16,0,0,4,3,8,7,5,8,4,0,0,15,0,17,0,0,19,10,11,0,5,19
max_flood_level_w_5_10,0,6,13,0,0,10,6,5,8,2,0,2,0,2,9,13,15,11,0,5,0,14,3,1,12,19,16,7,2,11,1,0,6,0,8,0,10,14,6,1,3,8,8,0,8,1,0,1,17,15,2,6,4,3,8,3,3,7,8,0,0,13,0,14,0,5,17,8,8,4,4,18
max_flood_level_w_5_15,1,8,16,0,0,11,7,7,9,5,0,5,5,4,12,15,17,12,0,6,0,16,5,2,15,20,19,7,5,12,2,0,7,0,9,1,13,15,6,3,4,11,12,0,10,2,0,3,17,18,2,6,5,5,9,7,6,8,9,0,0,15,0,17,0,5,19,10,11,4,4,20
max_flood_level_w_5_25,5,11,17,3,1,13,9,10,11,7,0,7,9,7,13,18,15,15,1,0,0,9,2,0,15,12,15,1,0,4,0,0,1,0,3,0,10,9,0,1,0,6,7,0,0,0,0,0,11,12,0,0,0,3,0,0,4,0,2,0,0,12,0,14,0,0,15,8,7,0,0,16
max_flood_level_wnw_5_05,5,7,15,3,1,10,8,7,11,4,1,4,9,6,11,15,10,11,1,0,0,9,1,0,12,12,15,1,0,4,0,0,1,0,3,0,7,9,0,1,0,6,7,0,0,0,0,0,11,12,0,0,0,5,0,0,3,0,2,0,0,12,0,13,0,0,15,6,7,0,0,16
max_flood_level_wnw_5_10,0,4,14,0,0,7,8,5,11,0,0,0,0,0,10,13,10,8,0,8,0,16,3,1,12,19,21,10,10,12,4,1,10,1,11,2,7,17,8,6,4,14,14,0,10,2,3,4,19,18,7,10,4,12,8,3,6,5,11,0,0,17,2,18,0,5,21,8,14,7,0,21
max_flood_level_wnw_5_15,1,9,17,0,0,13,9,8,11,4,0,4,5,4,12,15,16,12,0,2,0,14,3,0,15,16,18,3,1,9,2,0,5,0,5,0,12,11,3,2,0,7,11,0,6,1,0,1,13,15,0,1,2,5,5,4,5,5,4,0,0,15,0,16,0,0,19,9,11,0,3,19
max_flood_level_wnw_5_25,0,4,13,0,0,7,6,4,9,0,0,0,0,0,8,13,11,9,0,5,0,14,3,0,11,16,18,7,8,9,1,0,7,0,9,0,7,15,6,4,0,12,11,0,7,0,0,3,17,14,3,7,2,9,5,2,5,0,8,0,0,15,0,15,0,0,18,7,11,4,0,19
max_flood_level_nw_5_05,0,8,16,0,0,11,9,7,10,2,0,2,0,3,12,15,16,11,0,8,0,17,5,3,15,21,21,10,8,12,5,3,10,1,11,4,12,17,8,4,5,14,14,0,10,3,1,3,19,19,3,9,6,9,10,8,6,8,11,1,0,17,1,18,0,7,21,10,13,7,5,21
max_flood_level_nw_5_10,0,5,11,0,0,8,5,4,7,2,0,1,0,1,7,12,12,9,0,4,0,12,2,0,11,16,15,6,2,9,0,0,5,0,7,0,9,14,5,2,0,8,7,0,6,0,0,1,15,13,2,6,2,3,5,2,3,4,7,0,0,12,0,13,0,0,15,7,7,3,0,18
max_flood_level_nw_5_15,0,6,13,0,0,9,6,5,8,2,0,2,0,2,9,13,14,10,0,5,0,15,3,1,12,19,19,7,5,11,2,0,7,0,9,0,10,14,6,2,3,11,11,0,8,1,0,1,17,16,2,7,4,6,8,4,4,7,8,0,0,13,0,15,0,5,19,8,11,4,4,19
max_flood_level_nw_5_25,2,9,18,2,1,13,9,10,13,4,0,5,9,7,13,18,14,14,0,1,0,10,3,0,15,12,18,2,1,5,0,0,2,0,4,0,10,10,0,4,0,7,11,0,2,0,0,3,12,13,0,1,1,7,0,2,6,0,4,0,0,16,0,16,0,0,19,9,11,0,0,19
max_flood_level_nnw_5_05,1,9,17,0,0,13,9,8,10,4,0,4,4,4,13,17,17,14,0,6,0,16,5,3,16,20,20,8,5,12,4,1,8,0,10,2,13,15,7,3,5,12,12,0,10,3,0,3,18,18,2,7,5,6,9,8,6,8,10,0,0,17,0,18,0,7,20,10,12,5,5,21
max_flood_level_nnw_5_10,0,7,16,0,0,10,8,7,10,2,0,2,0,3,12,15,16,11,0,8,0,16,5,3,15,20,20,10,8,12,4,3,9,1,11,4,12,17,8,4,5,14,13,0,10,3,2,3,19,18,3,9,5,7,9,7,7,8,11,0,0,17,1,18,0,7,20,10,13,6,5,21
max_flood_level_nnw_5_15,0,7,15,0,0,10,7,6,9,2,0,2,2,3,11,14,14,11,0,5,0,14,3,0,12,19,18,7,5,9,2,0,7,0,8,0,10,14,6,2,3,11,11,0,8,1,0,1,17,16,2,6,4,5,8,3,5,6,8,0,0,13,0,15,0,5,18,9,11,4,4,19
max_flood_level_nnw_5_25,0,7,16,0,0,10,9,7,12,0,0,2,4,3,12,15,10,11,0,4,0,12,3,0,12,16,19,6,5,8,2,0,6,0,7,0,8,14,3,4,0,11,12,0,5,0,0,3,15,15,2,6,2,11,2,2,5,0,8,0,0,17,0,16,0,0,19,8,12,3,0,19
