,241,247,274,286,287,288,297,299,301,311,314,327,329,332,334,340,343,349,350,923,929,932,948,951,952,953,954,955,956,957,958,959,969,972,973,977,979,984,986,993,1001,1015,1016,1025,1032,1053,1060,1061,1062,1065,1069,1070,1074,1075,1082,1083,1084,1090,1096,1099,1104,1107,1110,1111,1129,1130,1132,1133,1136,1141,1143,1145
max_flood_level_w_5_05,5,11,17,3,0,14,8,8,10,7,0,7,5,7,13,17,18,15,1,2,0,14,5,1,15,19,16,2,1,9,0,0,3,0,4,0,13,10,2,1,3,7,8,0,6,0,0,1,12,15,0,0,3,3,8,6,5,7,4,0,0,12,0,15,0,0,16,10,8,0,4,19
max_flood_level_w_5_10,0,4,14,0,0,7,7,5,10,0,0,0,0,0,9,13,11,9,0,8,0,16,3,1,12,20,20,10,9,12,3,1,8,1,11,2,9,17,8,6,4,14,13,0,10,2,3,4,19,18,5,10,4,11,8,4,6,5,11,0,0,17,2,17,0,5,20,9,13,7,0,21
max_flood_level_w_5_15,0,6,13,0,0,10,4,4,7,3,0,2,0,1,8,13,18,11,0,9,0,17,5,3,15,21,19,10,8,14,4,1,11,1,12,4,13,17,9,4,5,14,11,0,11,3,4,3,19,18,5,10,6,3,11,8,6,8,11,0,0,13,2,16,0,7,19,10,11,7,5,21
max_flood_level_w_5_25,0,4,11,0,0,7,5,4,8,2,0,2,2,2,7,13,14,9,0,6,0,14,3,0,12,16,16,7,6,9,0,0,7,0,9,0,9,15,6,4,0,11,8,0,8,0,0,3,17,14,3,7,3,6,5,3,5,4,8,0,0,13,0,15,0,0,18,9,9,4,0,19
max_flood_level_wnw_5_05,0,6,14,0,0,9,6,5,8,0,0,1,0,0,10,13,16,10,0,10,1,18,5,3,13,21,21,12,10,14,5,5,12,3,13,5,12,19,11,5,6,14,14,1,12,4,4,4,21,19,7,12,6,10,11,8,7,8,14,2,1,17,4,18,2,9,21,10,13,8,5,21
max_flood_level_wnw_5_10,0,6,16,0,0,9,7,6,11,0,0,2,0,2,11,15,12,10,0,8,0,16,5,1,13,19,20,10,9,12,3,1,8,1,11,2,10,17,7,6,3,14,13,0,10,1,3,4,18,18,4,9,3,11,8,5,7,4,10,0,0,17,2,17,0,4,20,10,13,6,0,21
max_flood_level_wnw_5_15,0,5,15,0,0,8,9,6,13,0,1,0,2,2,11,14,9,9,0,1,0,10,1,0,11,12,19,2,5,4,0,0,2,0,4,0,6,11,0,4,0,11,12,0,0,0,0,2,12,12,2,2,0,11,0,0,5,0,4,0,0,17,0,15,0,0,19,6,11,0,0,18
max_flood_level_wnw_5_25,0,4,13,0,0,7,7,4,8,0,0,0,0,0,9,12,14,8,0,10,1,18,5,3,12,21,21,12,12,14,5,5,12,4,14,5,10,19,11,6,6,16,14,1,12,4,6,5,21,19,8,12,6,12,11,8,7,8,14,2,1,17,5,19,3,9,21,10,14,9,5,21
max_flood_level_nw_5_05,1,7,17,0,1,10,9,7,12,2,0,3,5,4,12,15,11,11,0,0,0,10,2,0,13,12,18,2,1,5,0,0,2,0,4,0,9,10,0,2,0,7,11,0,0,0,0,1,12,13,0,0,0,9,0,1,5,0,3,0,0,15,0,16,0,0,18,8,11,0,0,18
max_flood_level_nw_5_10,0,6,13,0,0,9,7,5,10,1,0,1,2,3,9,13,10,10,0,0,0,9,1,0,10,12,15,1,1,4,0,0,1,0,3,0,6,9,0,1,0,6,7,0,0,0,0,0,11,12,0,0,0,6,0,0,3,0,2,0,0,12,0,13,0,0,15,6,7,0,0,16
max_flood_level_nw_5_15,0,3,13,0,0,6,9,4,11,0,0,0,0,0,9,12,9,8,0,2,0,10,1,0,10,12,19,7,7,4,0,0,3,0,7,0,6,14,2,3,0,12,12,0,2,0,0,1,15,13,3,6,0,11,0,0,4,0,7,0,0,16,0,15,0,0,18,6,11,4,0,17
max_flood_level_nw_5_25,0,1,8,0,0,4,4,1,8,0,0,0,0,0,5,11,10,7,0,5,0,11,1,0,10,14,16,7,7,6,0,0,5,0,8,0,7,14,3,3,0,11,8,0,5,0,0,1,15,12,3,7,0,7,2,0,3,0,7,0,0,12,0,13,0,0,15,6,8,4,0,17
max_flood_level_nnw_5_05,0,8,15,0,0,11,7,7,9,3,0,2,2,3,11,15,16,11,0,6,0,16,4,2,15,20,19,7,2,12,3,1,7,0,9,2,12,14,6,2,4,11,12,0,9,2,0,1,17,18,2,6,4,5,9,7,5,8,9,0,0,15,0,16,0,5,19,9,11,4,5,19
max_flood_level_nnw_5_10,0,4,10,0,0,7,6,3,8,0,0,1,0,0,7,11,10,8,0,5,0,14,1,0,10,16,19,7,5,9,1,0,7,0,9,0,7,14,6,1,3,11,11,0,6,0,0,1,17,15,2,6,4,9,5,2,3,5,8,0,0,13,0,15,0,4,19,7,11,4,4,18
max_flood_level_nnw_5_15,0,4,13,0,0,7,6,4,9,0,0,1,0,0,8,13,11,8,0,6,0,15,3,0,12,16,19,8,9,9,2,0,8,0,10,0,7,16,7,5,0,14,12,0,8,0,0,3,18,15,4,9,3,11,5,2,6,0,9,0,0,16,0,16,0,2,19,8,12,5,0,20
max_flood_level_nnw_5_25,0,3,15,0,0,6,7,4,10,0,0,0,0,0,9,14,14,8,0,10,1,18,6,3,13,21,21,12,12,14,5,5,12,4,14,5,10,19,11,6,6,16,14,1,12,4,6,5,21,19,8,12,6,12,11,8,8,8,14,2,1,17,5,19,3,9,21,12,14,9,0,21
