,241,247,274,286,287,288,297,299,301,311,314,327,329,332,334,340,343,349,350,923,929,932,948,951,952,953,954,955,956,957,958,959,969,972,973,977,979,984,986,993,1001,1015,1016,1025,1032,1053,1060,1061,1062,1065,1069,1070,1074,1075,1082,1083,1084,1090,1096,1099,1104,1107,1110,1111,1129,1130,1132,1133,1136,1141,1143,1145
max_flood_level_w_5_05,0,7,16,0,0,10,9,7,11,0,0,2,4,3,11,14,12,11,0,6,0,16,3,2,12,19,21,8,7,12,3,1,8,0,10,1,9,15,7,3,4,13,14,0,8,2,0,3,18,18,2,7,5,11,8,6,5,7,9,0,0,17,0,18,0,5,21,9,13,5,4,20
max_flood_level_w_5_10,1,7,16,2,0,10,9,7,11,3,0,3,5,4,12,15,12,12,0,1,0,10,3,0,13,12,16,2,1,5,0,0,2,0,4,0,10,10,1,3,0,7,8,0,2,0,0,1,12,13,0,1,0,5,0,1,5,0,4,0,0,13,0,15,0,0,16,9,8,0,0,18
max_flood_level_w_5_15,0,0,8,0,0,3,6,1,8,0,0,0,0,0,3,9,9,6,0,10,0,17,2,2,9,20,21,12,12,12,4,3,11,2,13,2,6,19,10,6,5,16,14,0,11,2,6,4,21,18,8,12,5,12,9,4,5,7,13,1,0,17,2,17,0,7,21,7,14,9,1,21
max_flood_level_w_5_25,0,1,10,0,0,4,4,1,7,0,0,0,0,0,5,11,12,7,0,10,0,18,3,3,10,21,21,12,11,14,5,4,12,2,14,4,7,19,11,6,5,16,14,0,12,3,4,5,21,19,8,12,6,11,10,8,6,8,14,1,0,17,2,18,0,7,21,9,14,9,5,21
max_flood_level_wnw_5_05,0,1,10,0,0,4,9,1,11,0,0,0,0,0,6,11,9,7,0,8,1,16,2,2,10,19,21,11,11,12,4,3,11,3,12,4,5,18,9,6,5,16,14,1,10,2,6,3,20,18,8,10,2,12,8,2,5,1,12,1,1,17,4,17,3,7,21,7,14,8,0,20
max_flood_level_wnw_5_10,5,11,17,3,1,14,8,10,10,7,0,7,9,7,13,17,16,15,1,0,0,9,2,0,15,12,15,1,0,4,0,0,1,0,3,0,12,9,0,1,0,6,7,0,0,0,0,0,11,12,0,0,0,3,0,1,3,0,2,0,0,12,0,13,0,0,15,8,7,0,1,16
max_flood_level_wnw_5_15,5,9,17,3,0,14,8,8,10,7,0,5,5,7,13,17,17,15,1,0,0,10,3,0,15,16,15,2,0,6,0,0,2,0,4,0,13,10,0,1,0,6,7,0,2,0,0,0,12,13,0,0,1,3,4,2,5,1,3,0,0,12,0,14,0,0,15,9,7,0,0,18
max_flood_level_wnw_5_25,5,11,18,3,1,14,9,10,12,7,0,7,9,7,13,18,16,15,1,0,0,9,3,0,15,12,15,1,0,4,0,0,1,0,3,0,13,9,0,1,0,6,7,0,0,0,0,0,11,12,0,0,0,3,0,2,4,0,2,0,0,12,0,14,0,0,15,9,7,0,0,17
max_flood_level_nw_5_05,1,6,13,0,0,9,6,4,8,2,0,2,4,3,8,13,10,10,0,0,0,10,1,0,10,12,15,2,1,4,0,0,2,0,4,0,7,10,0,1,0,7,7,0,0,0,0,0,12,12,0,0,0,5,0,0,3,0,3,0,0,12,0,13,0,0,15,6,7,0,0,16
max_flood_level_nw_5_10,1,7,16,0,1,10,9,7,11,2,0,4,5,3,11,15,11,11,0,0,0,10,2,0,12,12,18,2,1,5,0,0,2,0,4,0,8,10,0,1,0,7,11,0,0,0,0,1,12,13,0,0,2,9,0,1,5,0,3,0,0,15,0,15,0,0,18,7,9,0,0,18
max_flood_level_nw_5_15,0,3,13,0,0,6,7,4,9,0,0,0,0,0,8,12,11,8,0,10,0,17,4,2,12,20,21,12,11,12,4,3,11,2,12,4,7,19,9,6,4,16,14,0,11,2,4,4,21,18,8,10,5,11,9,6,7,7,12,1,0,17,2,18,0,7,21,9,14,8,1,21
max_flood_level_nw_5_25,5,11,18,3,0,14,8,10,11,7,0,7,9,7,13,18,18,15,1,6,0,16,6,2,16,20,19,7,1,12,3,1,7,0,8,2,13,14,6,4,4,8,11,0,10,2,0,3,17,18,0,6,5,3,9,8,7,8,8,0,0,15,0,18,0,5,19,12,11,3,5,21
max_flood_level_nnw_5_05,0,1,11,0,0,5,7,2,10,0,0,0,0,0,7,11,9,7,0,6,0,15,2,0,10,16,20,10,9,9,3,0,8,0,11,1,6,17,7,5,0,14,13,0,8,0,3,3,18,16,5,9,2,11,5,2,5,0,10,0,0,17,2,16,0,4,19,7,13,6,0,19
max_flood_level_nnw_5_10,0,1,11,0,0,6,7,3,10,0,0,0,0,0,7,12,10,8,0,6,0,14,3,0,10,16,18,8,9,9,2,0,8,0,10,0,7,16,7,6,0,14,12,0,7,0,4,3,18,14,5,9,0,11,5,0,6,0,9,0,0,15,2,15,0,0,18,7,11,5,0,19
max_flood_level_nnw_5_15,0,7,17,0,0,10,9,7,12,0,0,1,0,2,12,15,15,11,0,9,1,17,5,3,15,20,21,11,10,12,5,4,11,4,12,4,12,18,9,6,4,14,14,0,11,3,4,4,20,19,7,10,4,11,9,7,8,7,12,1,0,17,4,19,2,7,21,10,14,7,0,21
max_flood_level_nnw_5_25,0,3,13,0,0,6,8,4,11,0,0,0,0,0,9,12,9,8,0,6,0,14,2,0,10,14,19,8,9,8,2,0,7,0,9,0,6,15,6,5,0,14,12,0,6,0,3,3,17,14,4,7,0,11,4,0,5,0,9,0,0,17,2,15,0,0,19,7,12,5,0,19
